Arg.,N.1,Unnamed: 4,TITOLO,BIBLIO,N.INV.,COLORE
N,3349,CORNWELL PATRICIA,La Traccia,B1_Centrale,omaggio,V
N,3350,FALLACI ORIANA,Un Uomo,B1_Centrale,omaggio,V
N,3351,SATTA SALVATORE,Il Giorno del Giudizio,B1_Centrale,omaggio,V
N,3352,MASSUCCO RENATO,Miserere a Squarciagola,B1_Centrale,omaggio,V
N,3355,FAUQUIER DANIEL,Itinerario di un Partigiano Francese,B1_Centrale,omaggio,V
N,3356,GROSSMANN DAVID,Qualcuno con cui correre,B1_Centrale,102282,V
N,3357,METHA SUKETU,Maximum City,B1_Centrale,102289,V
N,3358,CARVER RAYMOND,Il Mestiere di Scrivere,B1_Centrale,102293,V
N,3359,LUCARELLI CARLO,Un Giorno dopo l'altro,B1_Centrale,102295,V
N,3360,CALVINO ITALO,Il Visconte Dimezzato,B1_Centrale,102298,V
N,3361,CAPANNA MARIO,Per Ragionare,B1_Centrale,102299,V
N,3362,VASSALLI SEBASTIANO,L'Italiano,B1_Centrale,102303,V
N,3363,LE GUIN URSULA,I Doni,B1_Centrale,102305,V
N,3364,GROSSMANN DAVID,Ci sono bambini a zig zag,B1_Centrale,102314,V
N,3365,CALABRESI MARIO,La Fortuna non esiste,B1_Centrale,102317,V
N,3366,QUENEAU RAYMOND,Esercizi di Stile,B1_Centrale,102318,V
N,3367,BALDACCI DAVID,Nient'altro che la Verità,B1_Centrale,102328,V
N,3368,DE CRESCENZO LUCIANO,Ulisse era un Fico,B1_Centrale,omaggio,V
N,3369,ECO UMBERTO,Il Cimitero di Praga,B1_Centrale,102374,V
N,3370,EVANS N.,Solo se avrai Coraggio,B1_Centrale,102375,V
N,3371,FALETTI GIORGIO,Appunti di un Venditore di Donne,B1_Centrale,102376,V
N,3372,GRAMELLINI MASSIMO,l'Ultima Riga delle Favole,B1_Centrale,102377,V
N,3374,HARRIS J.,Il Ragazzo con gli Occhi Blu,B1_Centrale,102379,V
N,3376,MURGIA MICHELA,Accabadora,B1_Centrale,102381,V
N,3377,TAMA' PATRIZIA,La Quarta Cantica,B1_Centrale,102382,V
N,3378,PIMENTEL MANUEL,La Rotta delle Carovane,B1_Centrale,omaggio,V
N,3379,CHANG JUNG,Cigni Selvatici,B1_Centrale,omaggio,V
N,3380,SCHWARTZ JOHN ,Una Ragazza Comune,B1_Centrale,omaggio,V
N,3381,HIRST BAMBOO,Blu Cina,B1_Centrale,omaggio,V
N,3382,WEISBERGER LAUREN,Il Diavolo Veste Prada,B1_Centrale,omaggio,V
N,3383,HICKMAN KATIE,Il Giardino delle Favorite,B1_Centrale,omaggio,V
N,3384,FALETTI GIORGIO,Niente di vero tranne gli Occhi,B1_Centrale,omaggio,V
N,3385,UNDERWOOD JHON,Il Libro segreto si Shakespeare,B1_Centrale,omaggio,V
N,3386,D'AVENIA ALESSANDRO,Cose che Nessuno sa,B1_Centrale,10840,V
N,3387,FALETTI GIORGIO,Tre Atti e Due Tempi,B1_Centrale,10836,V
N,3388,PARIANI LAURA,La Valle delle Donne Lupo,B1_Centrale,10855,V
N,3389,GARLASCHELLI BARBARA,Non ti Voglio Vicino,B1_Centrale,10844,V
N,3390,CALABRESI MARIO,Cosa tiene accese le Stelle,B1_Centrale,10851,V
N,3391,FERRERO ERNESTO,Disegnare il Vento,B1_Centrale,10852,V
N,3392,PIERACCINI MASSIMILIANO,L'Anomalia,B1_Centrale,10866,V
N,3393,SCIANNA GIORGIO,Diciotto secondi prima dell' Alba,B1_Centrale,10856,V
Nr,70,LEVI CARLO,Cristo Si E' Fermato A Eboli,B1_Centrale,1564,V
Nr,95,CALVINO ITALO,Il Visconte Dimezzato,B1_Centrale,3512,V
Nr,102,FRANK ANNA,Diario,B1_Centrale,6771,V
Nr,103,AA.VV.,La Fiaba Dell'Incontro Gorbaciov - Wojtyla,B1_Centrale,8496,V
Nr,111,PERGAUD L.,Guerra (La) Dei Bottoni,B1_Centrale,10207,V
Nr,125,MANZONI A.,Promessi (I) Sposi,B1_Centrale,10203,V
Nr,128,CONAN DOYLE,Tutti I Racconti Fantastici E Dell'Orrore,B1_Centrale,100338,V
Nr,129,CONAN DOYLE,Tutti I Romanzi Fantastici,B1_Centrale,100338,V
Nr,130,CONAN DOYLE,Tutti I Romanzi Fantastici,B1_Centrale,100338,V
Nr,131,LONDON JACK,Il Richiamo Della Foresta Zanna Bianca,B1_Centrale,100339,V
Nr,132,LONDON JACK,I Raccnti Del Pacifico E Dei Mari Del Sud,B1_Centrale,100339,V
Nr,133,LONDON JACK,Avventure Di Mare E Di Costa,B1_Centrale,100339,V
Nr,134,LONDON JACK,I Racconti Del Grande Nord,B1_Centrale,100339,V
Nr,135,GARFIELD LEON,Le Storie Di William Shakespeare,B1_Centrale,100362,V
Nr,138,PENNAC DANIEL,L'Occhio Del Lupo,B1_Centrale,100372,V
Nr,139,CONRAD JOSEPH,Romanzi Della Malesia,B1_Centrale,100446,V
Nr,140,CONRAD JOSEPH,Romanzi E Racconti D'Avventura Di Etrra E Di Mare,B1_Centrale,100447,V
Nr,141,POE EDGAR ALLAN,Tutti I Racconti Del Mistero Dell'Incubo E Del Terrore,B1_Centrale,100445,V
Nr,142,MC CULLOUGH COLLEEN,I Giorni Del Potere,B1_Centrale,100437,V
Nr,144,TWAIN MARK,Le Avventure Di Huckleberry Finn,B1_Centrale,100435,V
Nr,145,SHAKESPEARE WILLIAM,Macbeth,B1_Centrale,100682,V
Nr,146,ROMANO LALLA,La Giovenezza Inventata,B1_Centrale,100683,V
Nr,147,SILLITOE ALAN,La Solitudine Del Maratoneta,B1_Centrale,101215,V
Nr,148,BOLL HEINRICH,Opinioni Di Un Clown,B1_Centrale,100680,V
Nr,149,KAFKA FRANZ,Il Processo,B1_Centrale,100685,V
Nr,150,CONRAD JOSEPH,Il Compagno Segreto E Altri Racconti,B1_Centrale,100681,V
Nr,151,MILANI MINO,Romanzo Militare,B1_Centrale,100688,V
Nr,152,PRODI GIORGIO,Lazzaro,B1_Centrale,100689,V
Nr,153,NIGRO RAFFAELE,I Fuochi Del Basento,B1_Centrale,100690,V
Nr,154,PEDERIALI GIUSEPPE,I Ragazzi Di Villa Emma,B1_Centrale,100691,V
Nr,155,MARSDEN JHON,Il Lungo Silenzio,B1_Centrale,100660,V
Nr,156,BRECHT BERTOLD,Gli Affari Del Signor Giulio Cesare,B1_Centrale,100636,V
Nr,157,TUFT GURI,Il Mestiere Di Figlio,B1_Centrale,100662,V
Nr,158,FOURNIER ALAIN,Il Grande Meaulnes,B1_Centrale,100687,V
Nr,160,VIOLA VINCENZO,Racconti Dell'Ottocento,B1_Centrale,100957,V
Nr,161,VIOLA VINCENZO,Poesia Italiana Del Novecento,B1_Centrale,100958,V
Nr,165,ADAMS RICHARD,La Collina Dei Conigli,B1_Centrale,100911,V
Nr,166,LONDON JACK,Martin Eden,B1_Centrale,100903,V
Nr,167,CONAN DOYLE,Il Segno Dei Quattro,B1_Centrale,100929,V
Nr,168,VIOLA VINCENZO,Racconti Europei Del Novecento,B1_Centrale,100956,V
Nr,169,LUSSU EMILIO,Un Anno Sull'Altopiano,B1_Centrale,100928,V
Nr,170,SILONE IGNAZIO,Fontamara,B1_Centrale,100946,V
Nr,171,SILONE IGNAZIO,Il Segreto Di Luca,B1_Centrale,100932,V
Nr,174,SCIASCIA LEONARDO,Il Giorno Della Civetta,B1_Centrale,100874,V
Nr,176,PRATT HUGO,Corto Maltese,B1_Centrale,101025,V
Nr,178,STEVENSON ROBERT,L'Isola Del Tesoro,B1_Centrale,101027,V
Nr,179,WRIGHT RICHARD,Ragazzo Negro,B1_Centrale,101026,V
Nr,180,POE EDGAR ALLAN,Le Avventure Di Gordon Pym,B1_Centrale,101022,V
Nr,181,ARMELLINI GUIDO,Il Piacere Di Aver Paura,B1_Centrale,101044,V
Nr,182,CONAN DOYLE,Le Avventure Di Sherlock Holmes,B1_Centrale,101034,V
Nr,185,MELVILLE HERMAN,Bartleby Lo Scrivano Benito Cereno,B1_Centrale,101031,V
Nr,187,DE LUCA - PARISI,Racconti Dell'Ottocento E Del Novecento,B1_Centrale,101028,V
Nr,190,MELVILLE HERMAN,Bartleby Lo Scrivano Benito Cereno,B1_Centrale,101038,V
Nr,192,LEE HARPER,Il Buio Oltre La Siepe,B1_Centrale,101068,V
Nr,193,AA.VV.,Spettri Da Ridere,B1_Centrale,101065,V
Nr,194,LONDON JACK,Il Richiamo Della Foresta Zanna Bianca,B1_Centrale,101192,V
Nr,195,LUCAS GEORGE,Guerre Stellari,B1_Centrale,101312,V
Nr,197,SALINGER J.D.,Il Giovane Holden,B1_Centrale,101333,V
Nr,198,MOLIERE,L'Avaro,B1_Centrale,101373,V
Nr,201,LUCARELLI CARLO,Mistero In Blu,B1_Centrale,101354,V
Nr,202,CAMPANILE ACHILLE,Vite Degli Uomini Illustri,B1_Centrale,101353,V
Nr,203,GOGOL NIKOLAJ,Il Cappotto,B1_Centrale,101346,V
Nr,204,CONAN DOYLE,Uno Studio In Rosso,B1_Centrale,101343,V
Nr,205,BULGAKOV MICHAIL,Cuore Di Cane,B1_Centrale,101342,V
Nr,206,GOGOL NIKOLAJ,Il Naso Il Ritratto,B1_Centrale,101340,V
Nr,207,PRATOLINI VASCO,Le Ragazze Di Sanfrediano,B1_Centrale,101335,V
Nr,211,PRATOLINI VASCO,Il Quartiere,B1_Centrale,101384,V
Nr,212,FERRANDINO GIUSEPPE,Lidia E I Turchi,B1_Centrale,101422,V
Nr,215,CONRAD JOSEPH,Cuore Di Tenebra,B1_Centrale,101433,V
Nr,216,POE EDGAR ALLAN,Racconti Del Terrore,B1_Centrale,101478,V
Nr,218,POTOK CHAIM,Zebra E Altre Storie,B1_Centrale,101486,V
Nr,219,CONRAD JOSEPH,Cuore Di Tenebra,B1_Centrale,101497,V
Nr,220,HESSE HERMANN,Demian,B1_Centrale,101500,V
Nr,223,CONAN DOYLE,Sherlock Holmes,B1_Centrale,101503,V
Nr,224,BUZZATI DINO,Poema A Fumetti,B1_Centrale,101519,V
Nr,225,BUZZATI DINO,Sessanta Racconti,B1_Centrale,101512,V
Nr,226,ASIMOV ISAAC,Tutti I Miei Robot,B1_Centrale,101504,V
Nr,227,CONAN DOYLE,I Racconti Del Terrore E Del Mistero,B1_Centrale,101517,V
Nr,228,DE SAINT EXUPERI ANTOINE,Il Piccolo Principe,B1_Centrale,101495,V
Nr,230,DEAGLIO ENRICO,La Banalita Del Bene,B1_Centrale,101571,V
Nr,231,PEDERIALI GIUSEPPE,I Ragazzi Di Villa Emma,B1_Centrale,101584,V
Nr,236,BRIZZI ENRICO,Jack Frzzsciante E' Uscito Dal Gruppo,B1_Centrale,101592,V
Nr,243,AA.VV.,Parole In Giallo,B1_Centrale,101580,V
Nr,245,WILDE OSCAR,Il Fantasma Di Canteville,B1_Centrale,101577,V
Nr,249,CONRAD JOSEPH,Cuore Di Tenebra,B1_Centrale,101566,V
Nr,250,KIPLING RUDYARD,Kim,B1_Centrale,101565,V
Nr,253,POE EDGAR ALLAN,Racconti Del Terrore,B1_Centrale,101555,V
Nr,256,POE EDGAR ALLAN,Racconti Del Mistero,B1_Centrale,101561,V
Nr,257,FLEISCHER LEONORE,Rain Man L'Uomo Della Pioggia,B1_Centrale,101575,V
Nr,258,CHRISTIANE F.,Noi Ragazzi Dello Zoo Di Berlino,B1_Centrale,101578,V
Nr,260,TAMARO SUSANNA,La Testa Fra Le Novole,B1_Centrale,101563,V
Nr,261,PENNAC DANIEL,Come Un Romanzo,B1_Centrale,101564,V
Nr,269,MATTSON OLLE,Il Brigantino Tre Gigli,B1_Centrale,101690,V
Nr,271,ALMOND DAVID,Il Grande Gioco,B1_Centrale,101687,V
Nr,278,PIUMINI ROBERTO,Il Diavolo Al Mulino,B1_Centrale,101735,V
Nr,286,LAAS CHRISTA,Emily,B1_Centrale,101689,V
Nr,287,MILANI MINO,Crespi Jacopo,B1_Centrale,101693,V
Nr,288,GARAVAGLIA MARIA ADELE,Donne Detective,B1_Centrale,101775,V
Nr,289,DAVIS LINDSEY,Le Miniere Dell'Imperatore,B1_Centrale,101774,V
Nr,290,MIGLIETTA FRANCA,Viaggi Tra Le Righe,B1_Centrale,101773,V
Nr,291,AA.VV.,Stavolta Si Ride,B1_Centrale,101772,V
Nr,292,GHEZZO DAVIDE,Le Strade Di Domani,B1_Centrale,101771,V
Nr,293,MANFREDI VALERIO MASSIMO,Chimaira,B1_Centrale,101709,V
Nr,295,COVATTA GIOBBE,L'Incontinente Bianco,B1_Centrale,101720,V
Nr,296,PADUANO GUIDO,Aristofane - La Pace,B1_Centrale,101679,V
Nr,297,GHAZY RANDA,Sognando Palestina,B1_Centrale,101678,V
Nr,298,AA.VV.,Latifa - Viso Negato,B1_Centrale,101724,V
Nr,299,MANCINELLI LAURA,I Tre Cavalieri Del Graal,B1_Centrale,101669,V
Nr,300,GROSSAMAN DAVID,Qualcuno Con Cui Correre,B1_Centrale,101732,V
Nr,302,FREEMAN MARY ,La Camera A Sud-Ovest,B1_Centrale,101739,V
Nr,307,MCKINLEY ROBIN,Streghe,B1_Centrale,101725,V
Nr,310,GIUSTI RENZO,Furto In Classe,B1_Centrale,101701,V
Nr,311,LASKY KATHRIN,Chimera,B1_Centrale,101728,V
Nr,312,ENDE MICHAEL,Le Avventure Di Jim Bottone,B1_Centrale,101729,V
Nr,313,GAUTIER THEOPHILE,Iede Della Mummia,B1_Centrale,101737,V
Nr,315,LUCARELLI CARLO,Febbre Gialla,B1_Centrale,101742,V
Nr,319,MORABITO FABIO,Quando Le Pantere Non Erano Nere,B1_Centrale,101711,V
Nr,320,LEESON ROBERT,Il Bugiardo,B1_Centrale,101719,V
Nr,322,LEWIS C.S.,La Sedia D'Argento,B1_Centrale,101726,V
Nr,323,REYES FELIPE BENITEZ,Al Peggio Non C'E' Mai Fine,B1_Centrale,101715,V
Nr,324,AA.VV.,Ama Me' ! No Me' !,B1_Centrale,101743,V
Nr,325,MANFREDI VALERIO MASSIMO,L'Ultima Legione,B1_Centrale,101713,V
Nr,330,ELLEIS DEBORAH,Sotto Il Burqa,B1_Centrale,101802,V
Nr,332,ROMAGNOLI GABRIELE,Video Cronache,B1_Centrale,101837,V
Nr,335,KANIUK YORAM,Il Ladro Generoso,B1_Centrale,101832,V
Nr,336,MANCINELLI LAURA,I Dodici Abati Di Challant,B1_Centrale,101869,V
Nr,337,BOSONETTO MARCO,Il Sottolineatore Solitario,B1_Centrale,101865,V
Nr,338,BRIZZI ENRICO,Jack Frusciante E' Uscito Dal Gruppo,B1_Centrale,101871,V
Nr,340,ROWLING J.K.,Harry Potter E La Camera Dei Segreti,B1_Centrale,102117,V
Nr,341,ROWLING J.K.,Harry Potter E L'Ordine Della Fenice,B1_Centrale,102134,V
Nr,342,PAOLINI CHRISTOPHER,Eragon,B1_Centrale,102109,V
Nr,343,PAOLINI CHRISTOPHER,Eldest,B1_Centrale,102107,V
Nr,345,BIANCHI PAOLO,La cura dei sogni,B1_Centrale,omaggio,V
Nr,347,CONAN DOYLE ARTHUR,Uno studio in rosso,B1_Centrale,omaggio,V
Nr,349,SESSI FREDIANO,Ultima fermata Auscwitz,B1_Centrale,omaggio,V
Nr,350,MANFREDI VALERIO MASSIMO,Chimaira,B1_Centrale,omaggio,V
Nr,351,GUEDJ DENIS,Zero o le cinque vite di Aemer,B1_Centrale,102197,V
Nr,354,GOLDMAN WILLIAM,Magic,B1_Centrale,102241,V
Nr,355,TAMAGNO BRESCIANI LUISA,Una ragazzina di provincia,B1_Centrale,NN,V
Nr,357,BORGNA DAVIDE,Per eredità il silenzio,B1_Centrale,NN,V
Nr,358,ROSA MARITA,Il colore della neve,B1_Centrale,NN,V
Nr,359,GAY ROMANO,Le inchieste del commisssario Didier,B1_Centrale,NN,V
Nr,360,GALLO EZIO,La luna di ghiaccio,B1_Centrale,NN,V
Nr,361,CAINER INES,Senza Patria,B1_Centrale,NN,V
Nr,362,GUERRA MANUEL,I ragazzi di Monteraspo,B1_Centrale,NN,V
Nr,363,ROSA MARITA,La casa in tasca,B1_Centrale,NN,V
Nr,364,LELE VIOLA,Paese - Una storia da raccontare,B1_Centrale,NN,V
Nr,365,LELE VIOLA,Verso  il sole al tramonto,B1_Centrale,NN,V
Nr,366,DOVIO BARET MARIA,Una baita nel cuore,B1_Centrale,NN,V
Nr,367,CORDERO MARIO,Pasqualina,B1_Centrale,NN,V
Nr,368,VIOLA LELE,Pellegrino a pedali,B1_Centrale,NN,V
Nr,369,SIGNETTI DONATELLA,Vi parlo da qui,B1_Centrale,NN,V
Nr,370,LU RURE,I sarvanot dal toumpi,B1_Centrale,NN,V
Nr,371,FERRERO ANTONIO,Cinema e fumetto,B1_Centrale,NN,V
Nr,374,DA ROTTERDAM ERASMO,Dolce è la guerra a chi non l'ha provata,B1_Centrale,NN,V
Nr,375,LE CARRE' JOHN,La Spia Perfetta,B1_Centrale,omaggio,V
Nr,376,LUDLUM ROBERT,Doppio Inganno,B1_Centrale,omaggio,V
Nr,377,REED BARRY,Il Verdetto,B1_Centrale,omaggio,V
Nr,378,LE CARRE' JOHN,L'Onorevole Scolaro,B1_Centrale,omaggio,V
Nr,381,FOLLETT KEN,Codice a Zero,B1_Centrale,omaggio,V
Nr,382,GEORGE ELIZABETH,Il Morso del Serpente,B1_Centrale,omaggio,V
Nr,383,GRISHAM JOHN,I Confratelli,B1_Centrale,omaggio,V
Nr,384,GRISHAM JOHN,Il Re dei Torti,B1_Centrale,omaggio,V
Nr,385,JAMES P.D.,Sangue Innocente,B1_Centrale,omaggio,V
Nr,386,ESPOSITO LA ROSSA ROSARIO,Libera Voce speranze dei ragazzi di Napoli,B1_Centrale,102280,V
Nr,388,ANGELA PIERO,La Macchima per Pensare,B1_Centrale,omaggio,V
Nr,389,ANGELA PIERO,La Vasca di Archimede,B1_Centrale,omaggio,V
Nr,390,ANGELA PIERO,Nel Buio degli Anni Luce,B1_Centrale,omaggio,V
Nr,391,ANGELA PIERO,Viaggi nella Scienza,B1_Centrale,omaggio,V
Nr,397,BACCOLO LUIGI,Il Signor Conte non Riceve,B1_Centrale,omaggio,V
Nr,407,FALCO GIORGIO,L'ubicazione del bene,B1_Centrale,102283,V
Nr,409,DEL PONTE GIOVANNI,Acqua Tagliente,B1_Centrale,102285,V
Nr,410,SALINGER J.D.,Il Giovane Holden,B1_Centrale,102286,V
Nr,411,MING WU,Cinquantaquattro 54,B1_Centrale,102287,V
Nr,412,ABATE FRANCESCO,Così si Dice,B1_Centrale,102288,V
Nr,413,SITI WALTER,Troppi Paradisi,B1_Centrale,102290,V
Nr,414,MATAR HISHAM,Nessuno al Mondo,B1_Centrale,102291,V
Nr,415,SHULMAN ALIX KATES,Memorie di una Reginetta di Provincia,B1_Centrale,102292,V
Nr,416,OSSORIO - ZOUNGRANA,Se entri nel cerchio sei libero,B1_Centrale,102294,V
Nr,417,ALMOND DAVID,Skellig,B1_Centrale,102296,V
Nr,418,BALLIETT BLUE,Vermeeer e il codice segreto,B1_Centrale,102297,V
Nr,419,SELZNICK BRIAN,La straodinaria invenzione di Hugo Cabret,B1_Centrale,102300,V
Nr,420,BUNKER EDWARD,Stark,B1_Centrale,102301,V
Nr,422,SONNENBLICK JORDAN,Una Chitarra per due,B1_Centrale,102304,V
Nr,423,SOLINO GIANNI,Ragazzi della terra di nessuno,B1_Centrale,102306,V
Nr,424,SGARDOLI GUIDOLI,"JJ, contro il vento. Un pellerossa del nostro tempo",B1_Centrale,102307,V
Nr,426,MURAIL MARIE-AUDE,Mio fratello Simple,B1_Centrale,102309,V
Nr,427,ENZENSBERGER,Esterazy storia di un Coniglio,B1_Centrale,102310,V
Nr,428,RODMAN PHILBRICK,Basta guardare il cielo,B1_Centrale,102311,V
Nr,429,BONDOUX ANNE- LAURE,Le lacrime dell'assassino,B1_Centrale,102312,V
Nr,430,ELMORE LEONARD,Tutti i Racconti Western,B1_Centrale,102313,V
Nr,431,LE GUIN URSULA,Agata e la pietra nera,B1_Centrale,102315,V
Nr,432,CROSIO OLIVIA,Solo in città,B1_Centrale,102316,V
Nr,433,LUCARELLI CARLO,Il Giorno del lupo,B1_Centrale,102319,V
Nr,434,MACCHIAVELLI LORIANO,Sarti Antonio - Un Diavolo per Capello,B1_Centrale,102320,V
Nr,435,BALDINI ERALDO,Come il Lupo,B1_Centrale,102321,V
Nr,437,MURAIL MARIE-AUDE,Oh Boy,B1_Centrale,102323,V
Nr,438,BEN JELLOUN TAHAR,Il Libro del Buio,B1_Centrale,102324,V
Nr,439,TOGNOLINI BRUNO,Lunamoonda,B1_Centrale,102325,V
Nr,440,MC CAUGHREAN GERALDINE,Non sarà la fine del mondo,B1_Centrale,102326,V
Nr,446,CACUCCI PINO,San Isidro Futbol,B1_Centrale,omaggio,V
Nr,450,GEDA FABIO,Nel Mare ci sono i Coccodrilli,B1_Centrale,102386,V
Nr,452,MURATORI LETIZIA,Sole senza Nessuno,B1_Centrale,102388,V
Nr,453,NUCCI GIOVANNI,E Fonderai la più Grande Città del Mondo,B1_Centrale,102389,V
Nr,455,SGARDOLI GUIDO,O sei Dentro o sei Fuori,B1_Centrale,102391,V
Nr,456,TADDIA FEDERICO,Perché siamo Parenti delle Galline,B1_Centrale,102392,V
Nr,457,AMMANITI NICCOLO',Io e Te,B1_Centrale,omaggio,V
Nr,458,LAMBERTO ALDO,Sesso E' gli Adolescenti e il sesso,B1_Centrale,omaggio,V
Nr,459,LERDA MICHELE,Abujon non cadrà,B1_Centrale,omaggio,V
Nr,460,TRESSO MARIA,Racconti Arabi,B1_Centrale,omaggio,V
Nr,461,FROLA Elisabetta,Racconti dell' America Latina,B1_Centrale,omaggio,V
Nr,462,ZECCHI STEFANO,Amata per Caso,B1_Centrale,omaggio,V
Nr,463,KENEALLY THOMAS,La Lista di Schindler,B1_Centrale,omaggio,V
Nr,464,SMITH WILBUR,Come il Mare,B1_Centrale,omaggio,V
Nr,465,SMITH WILBUR,La Notte del Leopardo,B1_Centrale,omaggio,V
Nr,467,AA.VV.,Racconti Italiani dell'Ottocento,B1_Centrale,omaggio,V
Nr,468,HESSE HERMANN,Leggende e Fiabe,B1_Centrale,omaggio,V
Nr,469,VAZQUEZ MANUEL,Il Centravanti è stato assassinato,B1_Centrale,omaggio,V
Nr,470,GAIST VILMA,Leggere d'Amicizia,B1_Centrale,omaggio,V
Nr,471,PIRANDELLO LUIGI,Novelle Fantastiche,B1_Centrale,omaggio,V
Nr,472,CONAN DOYLE ARTHUR,Il Mastino dei Baskerville,B1_Centrale,omaggio,V
Nr,473,ISAIA ADALGISA,Magistra Elva 1954-1955,B1_Centrale,omaggio,V
Nr,474,STEVENSON ROBERT LOUIS,Dottor Jekyll e Signor Hyde,B1_Centrale,omaggio,V
Nr,476,FERRARA ANTONIO,Batti il Muro,B1_Centrale,10837,V
Nr,477,PUGNO LAURA,Antardite,B1_Centrale,10838,V
Nr,478,CULICCHIA GIUSEPPE,Areni Inganni,B1_Centrale,10845,V
Nr,479,GIONO JEAN,Il Bambino che sognava l'Infinito,B1_Centrale,10847,V
Nr,480,GIONO JEAN,L'Uomo che piantava gli Alberi,B1_Centrale,10849,V
Nr,481,ARPAIA BRUNO,L'Energia del Vuoto,B1_Centrale,10850,V
Nr,482,SCARAMUZZINO GIORGIO,La (S)Fortuna di Ganda,B1_Centrale,10853,V
Nr,483,INNOCENTI R.- ZEE R.V.,La storia di Erika,B1_Centrale,10859,V
Nr,484,KHADRA YASMINA,l'Attentatrice,B1_Centrale,10861,V
Nr,485,KHADRA YASMINA,Le Rondini di Kabul,B1_Centrale,10862,V
Nr,486,KHADRA YASMINA,Le Sirene Baghdad,B1_Centrale,10863,V
Nr,487,IBRAHIMOVIC ZLATAN,"Io, Ibra",B1_Centrale,10864,V
Nr,489,NAGAI GO,La Divina Commedia vol I Inferno,B1_Centrale,10888,V
Nr,490,NAGAI GO,La Divina Commedia vol II Inferno,B1_Centrale,10889,V
Nr,491,NAGAI GO,La Divina Commedia vol III Purga_Parad,B1_Centrale,10890,V
Nr,492,ROSSI-NUKE,Francesco Petrarca,B1_Centrale,10891,V
Nr,493,PIRANDELLO LUIGI,Novelle Scelte,B1_Centrale,10892,V
Nr,494,VERGA GIOVANNI,I Malavoglia,B1_Centrale,10893,V
Nr,496,DE CERVANTES MIGUEL,Don Chisciotte della Mancia,B1_Centrale,10895,V
Nr,497,SHAKESPEARE WILLIAM,Le più Belle Opere,B1_Centrale,10896,V
Nr,499,MANZONI ALESSANDRO,I Promessi Sposi a Fumetti,B1_Centrale,10898,V
Nr,500,MANZONI ALESSANDRO,I Promessi Sposi ,B1_Centrale,10899,V
Nr,501,ALIGHIERI DANTE,La Divina Commedia,B1_Centrale,10900,V
Nr,502,MAZZAFERRO ALESSANDRO,La Storia di Odisseo,B1_Centrale,10901,V
Nr,503,VERGA GIOVANNI,Rosso Malpelo e altre Novelle,B1_Centrale,10902,V
Nr,504,PAPESCHI MARCELLA,Sulle Tracce della Grande Guerra,B1_Centrale,10903,V
